,Symptom,Disease
273,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,decreased appetite ",eating disorder
274,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ",eating disorder
275,"insomnia ,abusing alcohol ,difficulty eating ",eating disorder
276,"depression ,depressive or psychotic symptoms ,abusing alcohol ,acne or pimples ,weight gain ,decreased appetite ",eating disorder
277,"depression ,depressive or psychotic symptoms ,insomnia ,acne or pimples ",eating disorder
278,"anxiety and nervousness ,depression ,abusing alcohol ,difficulty eating ",eating disorder
279,"depression ,depressive or psychotic symptoms ,acne or pimples ",eating disorder
280,"depression ,abusing alcohol ,weight gain ",eating disorder
281,"depression ,depressive or psychotic symptoms ,abusing alcohol ,acne or pimples ,weight gain ",eating disorder
282,"anxiety and nervousness ,depressive or psychotic symptoms ,acne or pimples ,weight gain ,difficulty eating ",eating disorder
283,"depression ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ",eating disorder
284,"anxiety and nervousness ,depression ,abusing alcohol ,acne or pimples ,difficulty eating ,decreased appetite ",eating disorder
285,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,difficulty eating ,decreased appetite ",eating disorder
286,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,acne or pimples ,difficulty eating ,decreased appetite ",eating disorder
287,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,weight gain ",eating disorder
288,"depression ,abusing alcohol ,weight gain ,difficulty eating ",eating disorder
289,"depression ,insomnia ,abusing alcohol ,acne or pimples ",eating disorder
290,"anxiety and nervousness ,abusing alcohol ,acne or pimples ",eating disorder
291,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,acne or pimples ",eating disorder
292,"anxiety and nervousness ,depressive or psychotic symptoms ,acne or pimples ,weight gain ",eating disorder
293,"anxiety and nervousness ,depression ,insomnia ,difficulty eating ",eating disorder
294,"depression ,insomnia ,acne or pimples ,difficulty eating ",eating disorder
295,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,difficulty eating ",eating disorder
296,"anxiety and nervousness ,insomnia ,abusing alcohol ,acne or pimples ,difficulty eating ,decreased appetite ",eating disorder
297,"depressive or psychotic symptoms ,weight gain ,difficulty eating ",eating disorder
298,"anxiety and nervousness ,insomnia ,acne or pimples ,decreased appetite ",eating disorder
299,"anxiety and nervousness ,insomnia ,acne or pimples ,difficulty eating ",eating disorder
300,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,weight gain ,difficulty eating ",eating disorder
301,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,decreased appetite ",eating disorder
302,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ",eating disorder
303,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,acne or pimples ",eating disorder
304,"anxiety and nervousness ,depression ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ",eating disorder
305,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ",eating disorder
306,"anxiety and nervousness ,insomnia ,abusing alcohol ,acne or pimples ",eating disorder
307,"depression ,depressive or psychotic symptoms ,acne or pimples ,difficulty eating ,decreased appetite ",eating disorder
308,"insomnia ,acne or pimples ,decreased appetite ",eating disorder
309,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,acne or pimples ,weight gain ",eating disorder
310,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,difficulty eating ",eating disorder
311,"insomnia ,acne or pimples ,difficulty eating ,decreased appetite ",eating disorder
312,"anxiety and nervousness ,insomnia ,abusing alcohol ",eating disorder
313,"anxiety and nervousness ,acne or pimples ,difficulty eating ,decreased appetite ",eating disorder
314,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,decreased appetite ",eating disorder
315,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,acne or pimples ,decreased appetite ",eating disorder
316,"insomnia ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ",eating disorder
317,"anxiety and nervousness ,depression ,abusing alcohol ,weight gain ,decreased appetite ",eating disorder
318,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,weight gain ,difficulty eating ,decreased appetite ",eating disorder
319,"anxiety and nervousness ,depression ,abusing alcohol ,acne or pimples ",eating disorder
320,"anxiety and nervousness ,insomnia ,acne or pimples ,weight gain ,difficulty eating ,decreased appetite ",eating disorder
321,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,acne or pimples ,difficulty eating ,decreased appetite ",eating disorder
322,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ",eating disorder
323,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ,decreased appetite ",eating disorder
324,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,difficulty eating ",eating disorder
325,"anxiety and nervousness ,depression ,abusing alcohol ,difficulty eating ,decreased appetite ",eating disorder
326,"anxiety and nervousness ,insomnia ,acne or pimples ,difficulty eating ,decreased appetite ",eating disorder
327,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ",eating disorder
328,"anxiety and nervousness ,insomnia ,abusing alcohol ",eating disorder
329,"depression ,depressive or psychotic symptoms ,insomnia ,acne or pimples ,difficulty eating ,decreased appetite ",eating disorder
330,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,decreased appetite ",eating disorder
331,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,weight gain ,difficulty eating ,decreased appetite ",eating disorder
332,"abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ,decreased appetite ",eating disorder
333,"depression ,abusing alcohol ,acne or pimples ,difficulty eating ,decreased appetite ",eating disorder
334,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ",eating disorder
335,"depression ,insomnia ,abusing alcohol ,weight gain ",eating disorder
336,"anxiety and nervousness ,abusing alcohol ,acne or pimples ,difficulty eating ",eating disorder
337,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ",eating disorder
338,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ",eating disorder
339,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,acne or pimples ",eating disorder
340,"depression ,insomnia ,acne or pimples ,weight gain ,difficulty eating ,decreased appetite ",eating disorder
341,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ",eating disorder
342,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,acne or pimples ,weight gain ,difficulty eating ",eating disorder
343,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,difficulty eating ",eating disorder
344,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,decreased appetite ",eating disorder
345,"anxiety and nervousness ,depression ,insomnia ,decreased appetite ",eating disorder
346,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ,decreased appetite ",eating disorder
347,"depression ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ",eating disorder
348,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,difficulty eating ",eating disorder
349,"insomnia ,acne or pimples ,weight gain ,difficulty eating ",eating disorder
350,"depression ,difficulty eating ",eating disorder
351,"anxiety and nervousness ,insomnia ,acne or pimples ",eating disorder
352,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,difficulty eating ",eating disorder
353,"depressive or psychotic symptoms ,abusing alcohol ,acne or pimples ,weight gain ,decreased appetite ",eating disorder
354,"anxiety and nervousness ,depression ,abusing alcohol ",eating disorder
355,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ",eating disorder
356,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ",eating disorder
357,"anxiety and nervousness ,insomnia ,abusing alcohol ,acne or pimples ,difficulty eating ",eating disorder
358,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,weight gain ,difficulty eating ,decreased appetite ",eating disorder
359,"depression ,depressive or psychotic symptoms ,abusing alcohol ,acne or pimples ,decreased appetite ",eating disorder
360,"anxiety and nervousness ,weight gain ,difficulty eating ",eating disorder
361,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ",eating disorder
362,"anxiety and nervousness ,acne or pimples ,decreased appetite ",eating disorder
363,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,weight gain ",eating disorder
364,"depressive or psychotic symptoms ,abusing alcohol ,decreased appetite ",eating disorder
365,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ,decreased appetite ",eating disorder
366,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,weight gain ",eating disorder
367,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,difficulty eating ,decreased appetite ",eating disorder
368,"anxiety and nervousness ,depressive or psychotic symptoms ,difficulty eating ",eating disorder
369,"anxiety and nervousness ,depression ,abusing alcohol ,acne or pimples ,weight gain ",eating disorder
370,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ,decreased appetite ",eating disorder
371,"anxiety and nervousness ,depression ,insomnia ,acne or pimples ,weight gain ,decreased appetite ",eating disorder
372,"depression ,abusing alcohol ,difficulty eating ,decreased appetite ",eating disorder
373,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ",eating disorder
374,"anxiety and nervousness ,depression ,abusing alcohol ,weight gain ,difficulty eating ,decreased appetite ",eating disorder
375,"anxiety and nervousness ,insomnia ,acne or pimples ,weight gain ,decreased appetite ",eating disorder
376,"depression ,insomnia ,abusing alcohol ,acne or pimples ",eating disorder
377,"anxiety and nervousness ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ,decreased appetite ",eating disorder
378,"insomnia ,weight gain ,difficulty eating ,decreased appetite ",eating disorder
379,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ",eating disorder
380,"anxiety and nervousness ,abusing alcohol ,acne or pimples ,decreased appetite ",eating disorder
381,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,acne or pimples ,difficulty eating ",eating disorder
382,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ",eating disorder
383,"anxiety and nervousness ,insomnia ,abusing alcohol ,decreased appetite ",eating disorder
384,"anxiety and nervousness ,insomnia ,abusing alcohol ,acne or pimples ,difficulty eating ",eating disorder
385,"insomnia ,abusing alcohol ,acne or pimples ,decreased appetite ",eating disorder
386,"depression ,insomnia ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ,decreased appetite ",eating disorder
387,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ",eating disorder
388,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,decreased appetite ",eating disorder
389,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,acne or pimples ,difficulty eating ,decreased appetite ",eating disorder
390,"anxiety and nervousness ,depression ,abusing alcohol ,acne or pimples ,weight gain ,difficulty eating ,decreased appetite ",eating disorder
