,Symptom,Disease
250,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
251,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,diarrhea ,fever ,chills ,fluid retention ",infectious gastroenteritis
252,"blood in stool ,vomiting ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
253,"sharp abdominal pain ,burning abdominal pain ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
254,"blood in stool ,diarrhea ,decreased appetite ,chills ",infectious gastroenteritis
255,"blood in stool ,sharp abdominal pain ,vomiting ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
256,"blood in stool ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,fluid retention ",infectious gastroenteritis
257,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
258,"vomiting ,headache ,nausea ,chills ,fluid retention ",infectious gastroenteritis
259,"sharp abdominal pain ,vomiting ,headache ,nausea ,burning abdominal pain ,decreased appetite ,fever ,chills ",infectious gastroenteritis
260,"diarrhea ,decreased appetite ",infectious gastroenteritis
261,"blood in stool ,vomiting ,burning abdominal pain ,fluid retention ",infectious gastroenteritis
262,"blood in stool ,vomiting ,nausea ,diarrhea ,burning abdominal pain ,fever ,chills ,fluid retention ",infectious gastroenteritis
263,"sharp abdominal pain ,burning abdominal pain ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
264,"sharp abdominal pain ,vomiting ,nausea ,diarrhea ,burning abdominal pain ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
265,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,burning abdominal pain ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
266,"vomiting ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
267,"sharp abdominal pain ,headache ,nausea ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
268,"sharp abdominal pain ,headache ,diarrhea ,decreased appetite ,fluid retention ",infectious gastroenteritis
269,"sharp abdominal pain ,headache ,nausea ,fever ,fluid retention ",infectious gastroenteritis
270,"headache ,decreased appetite ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
271,"blood in stool ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
272,"vomiting ,nausea ,decreased appetite ,fluid retention ",infectious gastroenteritis
273,"headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
274,"decreased appetite ,fever ",infectious gastroenteritis
275,"vomiting ,headache ,diarrhea ,decreased appetite ,fever ,chills ",infectious gastroenteritis
276,"sharp abdominal pain ,vomiting ,nausea ,chills ",infectious gastroenteritis
277,"vomiting ,headache ,diarrhea ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
278,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,burning abdominal pain ,decreased appetite ,fever ",infectious gastroenteritis
279,"blood in stool ,vomiting ,nausea ,burning abdominal pain ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
280,"blood in stool ,headache ,burning abdominal pain ,chills ",infectious gastroenteritis
281,"sharp abdominal pain ,headache ,nausea ,decreased appetite ",infectious gastroenteritis
282,"sharp abdominal pain ,vomiting ,nausea ,burning abdominal pain ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
283,"headache ,nausea ,burning abdominal pain ,fever ,chills ",infectious gastroenteritis
284,"vomiting ,headache ,nausea ,diarrhea ,flu-like syndrome ",infectious gastroenteritis
285,"blood in stool ,vomiting ,headache ,diarrhea ,chills ,flu-like syndrome ",infectious gastroenteritis
286,"blood in stool ,headache ,nausea ,burning abdominal pain ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
287,"sharp abdominal pain ,vomiting ,burning abdominal pain ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
288,"headache ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
289,"vomiting ,headache ,nausea ,diarrhea ,fever ,fluid retention ",infectious gastroenteritis
290,"sharp abdominal pain ,vomiting ,headache ,nausea ,chills ,flu-like syndrome ",infectious gastroenteritis
291,"headache ,burning abdominal pain ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
292,"sharp abdominal pain ,vomiting ,diarrhea ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
293,"blood in stool ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ",infectious gastroenteritis
294,"diarrhea ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
295,"vomiting ,nausea ,diarrhea ,burning abdominal pain ,fever ",infectious gastroenteritis
296,"vomiting ,headache ,burning abdominal pain ,decreased appetite ,chills ",infectious gastroenteritis
297,"blood in stool ,vomiting ,headache ,nausea ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
298,"headache ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
299,"sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,fever ,chills ,fluid retention ",infectious gastroenteritis
300,"blood in stool ,sharp abdominal pain ,headache ,decreased appetite ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
301,"vomiting ,headache ,nausea ,fever ,chills ",infectious gastroenteritis
302,"blood in stool ,nausea ,diarrhea ,burning abdominal pain ",infectious gastroenteritis
303,"headache ,diarrhea ,burning abdominal pain ,fever ,fluid retention ",infectious gastroenteritis
304,"blood in stool ,sharp abdominal pain ,headache ,nausea ,diarrhea ,burning abdominal pain ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
305,"sharp abdominal pain ,vomiting ,headache ,burning abdominal pain ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
306,"sharp abdominal pain ,vomiting ,decreased appetite ",infectious gastroenteritis
307,"blood in stool ,vomiting ,headache ,nausea ,diarrhea ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
308,"diarrhea ,decreased appetite ,chills ",infectious gastroenteritis
309,"headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fluid retention ",infectious gastroenteritis
310,"vomiting ,nausea ,burning abdominal pain ,decreased appetite ,fever ,chills ",infectious gastroenteritis
311,"vomiting ,nausea ,diarrhea ,decreased appetite ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
312,"sharp abdominal pain ,headache ,nausea ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
313,"sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ",infectious gastroenteritis
314,"blood in stool ,vomiting ,fever ,chills ,fluid retention ",infectious gastroenteritis
315,"sharp abdominal pain ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ",infectious gastroenteritis
316,"nausea ,decreased appetite ",infectious gastroenteritis
317,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
318,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
319,"vomiting ,headache ,diarrhea ,fever ,flu-like syndrome ",infectious gastroenteritis
320,"sharp abdominal pain ,headache ,diarrhea ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
321,"blood in stool ,decreased appetite ,fever ,chills ",infectious gastroenteritis
322,"blood in stool ,nausea ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
323,"blood in stool ,sharp abdominal pain ,vomiting ,burning abdominal pain ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
324,"sharp abdominal pain ,vomiting ,headache ,diarrhea ,burning abdominal pain ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
325,"blood in stool ,sharp abdominal pain ,headache ,nausea ,fever ,chills ,fluid retention ",infectious gastroenteritis
326,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
327,"vomiting ,nausea ,burning abdominal pain ",infectious gastroenteritis
328,"blood in stool ,headache ,burning abdominal pain ,fever ,fluid retention ",infectious gastroenteritis
329,"vomiting ,diarrhea ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
330,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,flu-like syndrome ",infectious gastroenteritis
331,"blood in stool ,burning abdominal pain ,fever ,flu-like syndrome ",infectious gastroenteritis
332,"blood in stool ,nausea ,diarrhea ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
333,"blood in stool ,vomiting ,headache ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
334,"vomiting ,burning abdominal pain ,decreased appetite ",infectious gastroenteritis
335,"blood in stool ,vomiting ,diarrhea ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
336,"headache ,nausea ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
337,"blood in stool ,diarrhea ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
338,"sharp abdominal pain ,vomiting ,headache ,nausea ,burning abdominal pain ,chills ,fluid retention ",infectious gastroenteritis
339,"vomiting ,burning abdominal pain ",infectious gastroenteritis
340,"sharp abdominal pain ,nausea ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
341,"nausea ,burning abdominal pain ,decreased appetite ,chills ",infectious gastroenteritis
342,"sharp abdominal pain ,headache ,nausea ,diarrhea ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
343,"vomiting ,diarrhea ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
344,"sharp abdominal pain ,headache ,diarrhea ,fever ,chills ,fluid retention ",infectious gastroenteritis
345,"blood in stool ,nausea ,diarrhea ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
346,"blood in stool ,sharp abdominal pain ,headache ,burning abdominal pain ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
347,"vomiting ,diarrhea ,fluid retention ",infectious gastroenteritis
348,"blood in stool ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
349,"sharp abdominal pain ,diarrhea ,chills ,flu-like syndrome ",infectious gastroenteritis
350,"vomiting ,headache ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
351,"nausea ,diarrhea ,burning abdominal pain ,fever ,chills ",infectious gastroenteritis
352,"sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,fluid retention ",infectious gastroenteritis
353,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,chills ,fluid retention ",infectious gastroenteritis
354,"sharp abdominal pain ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
355,"sharp abdominal pain ,vomiting ,headache ,diarrhea ,burning abdominal pain ,fever ,flu-like syndrome ",infectious gastroenteritis
356,"sharp abdominal pain ,nausea ,burning abdominal pain ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
357,"nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
358,"blood in stool ,sharp abdominal pain ,vomiting ,diarrhea ,burning abdominal pain ,fever ",infectious gastroenteritis
359,"sharp abdominal pain ,vomiting ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
360,"blood in stool ,vomiting ,nausea ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
361,"sharp abdominal pain ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
362,"vomiting ,headache ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
363,"blood in stool ,vomiting ,headache ,fever ,flu-like syndrome ",infectious gastroenteritis
364,"sharp abdominal pain ,burning abdominal pain ,fever ",infectious gastroenteritis
365,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
366,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,burning abdominal pain ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
367,"vomiting ,headache ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
368,"blood in stool ,sharp abdominal pain ,nausea ,diarrhea ,burning abdominal pain ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
369,"vomiting ,diarrhea ,fever ,fluid retention ",infectious gastroenteritis
370,"sharp abdominal pain ,headache ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
371,"vomiting ,headache ,nausea ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
372,"blood in stool ,sharp abdominal pain ,fever ",infectious gastroenteritis
373,"blood in stool ,sharp abdominal pain ",infectious gastroenteritis
374,"blood in stool ,vomiting ,diarrhea ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
375,"blood in stool ,sharp abdominal pain ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fluid retention ",infectious gastroenteritis
376,"blood in stool ,nausea ,decreased appetite ,fluid retention ",infectious gastroenteritis
377,"blood in stool ,nausea ,burning abdominal pain ,decreased appetite ,fever ",infectious gastroenteritis
378,"headache ,nausea ,burning abdominal pain ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
379,"blood in stool ,sharp abdominal pain ,diarrhea ,burning abdominal pain ,flu-like syndrome ",infectious gastroenteritis
